SN,TITLE,CONTENT_link,VOTE_SCORE,DATE
195679.0,기후동행카드 개선방법 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195679,0.0,2024-02-27 18:02:36.0
195678.0,버스 하차시 미태그 보완,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195678,0.0,2024-02-27 13:08:23.0
195677.0,tbs방송과 광화문에대한사랑과바램,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195677,0.0,2024-02-27 09:14:29.0
195676.0,서울런 다자녀 확대 시기,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195676,0.0,2024-02-26 21:43:41.0
195675.0,이승만 기념관 부지 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195675,0.0,2024-02-26 15:28:26.0
195674.0,시내버스에 사고를 크게 줄일 수 있는 CMS(카메라모니터링시스템) 도입 건의,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195674,2.0,2024-02-26 14:55:28.0
195673.0,손목닥터9988 사용자 편의 기능개선 요청,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195673,5.0,2024-02-26 14:52:43.0
195672.0,순환01A 동대문역사문화공원역 연계 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195672,0.0,2024-02-26 14:29:44.0
195671.0,[제도개선]다자녀 가정의 시·도 간 주차요금 감면 혜택 제도적 보완 제안,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195671,13.0,2024-02-26 13:35:36.0
195670.0,용산역-신용산역 간접환승적용,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195670,0.0,2024-02-26 00:42:33.0
195669.0,서울시 지역화폐 예탁금 이용료 지급,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195669,0.0,2024-02-25 21:48:45.0
195668.0,기후동행카드 만료 5일이내 재충전 권종변경,https://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=195668,0.0,2024-02-25 21:34:53.0
